,question,answer
2652,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야를 좋아하거나 잘하는 사람이 이 학과에 적합할까요?
                A:","무인기를 직접 날려 본 학생들 중 매뉴얼에 따라 조종했더니 무인기가 잘 비행하기는 하는데 어떤 기술로 비행하게 되는지, 그리고 비행하는 원리가 무엇인지 궁금했던 학생이 있나요? 그런 학생들에게 적합한 학과가 무인항공기학과입니다. 단순히 취미 등을 목적으로 무인기를 조종하고 다루는 것에 그친다면 사실 이 학과에서 굳이 공부할 필요는 없습니다. 하지만 보다 나아가 “어떻게 날아다닐 수 있지?”와 같은 물음을 가지는 학생들이 있다면 이 학과에서 공학적 지식을 배움으로써 이해의 폭을 넓힐 수 있습니다."
2653,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 고등학교 때 어떤 교과목을 선택하면 도움이 될까요?
                A:","무인기가 날아다닐 수 있는 것은 물리 법칙을 잘 만족하도록 만들어졌기 때문입니다. 그래서 고등학교 때 물리I 및 물리II를 선택한다면 학과에 들어와서 공부하기가 훨씬 수월합니다. 아울러 수리 영역 ‘가’형을 선택하여 좀 더 수학을 깊게 공부한다면 물리 과목과 더불어 학과에서 다루는 수식들을 좀 더 잘 이해할 수 있을 것입니다. 그리고 자동차나 일반 항공기와는 다르게, 무인기가 비행하는 데는 비행 알고리즘이 필요하며, 많은 대학 교과목 중 소프트웨어 프로그래밍과 관련된 교과목이 많습니다. 따라서 미리 관련 교과목을 배우고 진학한다면 대학 교과목을 이수하는 데 큰 어려움이 없습니다. 하지만 고등학교 때 미리 공부하지 않았다고 해서 진학이 불가능한 것은 아니고, 많은 교양 과목을 통해 대학교에서도 충분히 배울 수 있으니 너무 걱정하지 않아도 됩니다."
2654,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년은 어떤 활동이나 준비를 하면 도움이 될까요?
                A:","무인기에 대한 공학적 지식을 주로 다루는 학과이지만, 직접 무인기를 제작하고 조종하는 법을 배우기도 합니다. 그렇기 때문에 학생들이 직접 무인기 또는 RC 비행기를 제작하고 조종해 보는 활동을 미리 해 보면 좋습니다. 손으로 체득한 경험과 대학 교과목들에서 배운 이론적 지식을 연계한다면 대학 교과목들을 보다 더 잘 이해할 수 있습니다. 또한 요즘 많은 관심을 받고 있는 드론 자격증을 미리 취득하는 것도 좋습니다."
2655,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년이 읽으면 학교 전공에 도움이 될만한 책이 있을까요?
                A:","이 학과는 항공우주공학과에 기초하고 있는데, 대부분의 항공우주공학과에서는 1학년 전공과목으로 ‘항공 우주학 개론’이라는 교과목을 운영합니다. 이 교과목은 무인기보다 넓은 범위의 항공기에 대해 어떻게 비행을 하고 어떤 역사를 가지고 있는지 등의 지식을 가르치는 교과목입니다. 이 교과목에서 많이 쓰이는 책은 교과목명과 동일하게 ‘항공 우주학 개론’입니다. 이 책은 내용이 쉬워서 대학생이 아니더라도 충분히 읽을 수 있는 내용입니다. 또한 무인기에 대한 내용만을 다루는 책들도 있으니 한번 찾아 읽으면 좋습니다."
2656,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","무인기가 물리 법칙에 맞게끔 만들어져 있기 때문에 물리학 관련 교과목이 중요합니다. 그리고 대부분의 공학과와 마찬가지로 많은 수식을 다루기 때문에 수학 관련 교과목을 많이 배우게 됩니다. 이러한 교양 지식이 축적된 이후에는 ‘역학’이라고 하는, 보다 고등 교과목들을 몇 개 배우는데, 이 교과목들을 기준으로 많은 파생되는 교과목들이 있으니 이 또한 매우 중요한 과목들이라고 할 수 있겠습니다."
2657,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:","물리학과 수학에 대한 이해가 부족한 상태에서 이 학과로 진학한 학생들의 경우, 고등의 교과목들을 이해하지 못하는 경우가 있습니다. 따라서 앞서 중요하다고 했던 과목들에 대해 사전에 배울 수 있는 기회가 있으면 좋습니다. 그리고 이 학과뿐만 아니라 다른 공학과도 마찬가지겠지만, 문과에서 교차 지원하여 공학과에 진학한 학생들의 경우 교과목 내용을 이해하는 것을 좀 더 어려워합니다. 다만, 앞서 이야기했듯이 충분히 배울 수 있는 기회가 있으므로 학생들이 노력만 한다면 문제가 되지 않습니다."
2658,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과가 가진 특징이나 장점은 무엇인가요?
                A:","넓은 범위에서 기계를 다루는 기계공학과나 항공기 전반을 다루는 항공우주공학과와는 달리, 학과에서 배우는 범위가 무인기에 한정되어 있다는 특징이 있습니다. 하지만 보다 깊이 있는 무인기 특화 교과목들을 운영하고 있으며, 4차 산업혁명에서 무인기가 주성장 동력원으로 자리매김하고 있는 만큼 졸업 후 사회 곳곳에서 활동할 수 있는 기회가 많을 것입니다."
2659,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 졸업하면 어떤 분야(직업)에 많이 진출하나요?
                A:","많은 학생들이 무인기 관련 회사로 진출하여 무인기 시스템을 설계하고 운용하는 업무를 담당하고 있습니다. 무인기를 제대로 다루기 위해서는 높은 수준의 지식이 필요하기 때문에 대학원으로 진학하는 경우도 많습니다. 이후 국가 및 기업 연구소로 많이 진출합니다. 또한 공기업이나 공공기관에서 무인기를 활용한 서비스를 운영하고 있기 때문에 이러한 쪽으로도 진출이 가능하며, ‘드론병’이라고 해서 군대에서 무인기를 이용한 국방 업무를 맡을 수도 있습니다."
2660,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 앞으로 이 학과의 전망은 어떤가요?
                A:","4차 산업혁명의 주성장 동력원으로 꼽히고 있는 만큼, 앞으로의 학과 전망은 매우 밝다고 생각합니다. 무인기가 이제 발전하기 시작한 분야인 만큼 아직 많은 연구가 이루어지고 있지만, 몇 년 지나지 않아 우리가 보는 하늘에는 수많은 무인기들이 날아다니게 될 겁니다. 이러한 세상에서 주목받는 인재는 단연코 이 학과를 졸업한 학생들일 것입니다."
2661,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과의 전공분야에서 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있나요?
                A:","무인기 분야가 최근에 주목을 받기 시작했고, 이에 발맞추어 무인기 관련 학과들이 생겨났기 때문에 사실 관련 직업들은 모두 새로 생겨났다고 말할 수 있습니다. 또한 기존에 있었던 직업이지만 무인기를 활용하는 쪽으로 변한 직업들이 있는데, 예컨대 풍경사진작가나 영상 촬영 관련 직업 등 무인기를 이용한 촬영 기법으로 예술 콘텐츠를 만드는 직업이 그 예입니다."
2662,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 대해 사람들이 갖는 편견이나 오해, 고정관념이 있다면 무엇일까요?
                A:","‘무인항공기‘라는 이름을 달고 있는 학과이다 보니 ‘무인항공기’만을 배운다고 많이들 생각합니다. “항공우주공학과에 진학하면 보다 넓은 범위의 공부를 할 수 있는데, 무인항공기학과로 굳이 진학할 필요가 있을까요?”라는 질문을 많이 받습니다. 하지만 무인항공기학과도 그 뿌리는 항공우주공학과에 있되 좀 더 무인기에 특화된 지식을 배우는 것이지, 항공우주공학과 동떨어진 것이 아닙니다. 따라서 너무 무인항공기에만 국한되었다고 생각하지 않아도 됩니다. 그리고 무인 자동차 및 무인 선박 등도 다룰 수 있는 지식을 배우게 되므로 좀 더 넓은 범위를 다루는 학과로 이해하면 되겠습니다."
2663,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 선택하면 인생에 있어서 어떤 도움이 될까요?
                A:","앞서 이야기한 것처럼, 4차 산업혁명의 성장과 더불어 많은 발전을 이루고 있는 학과이기 때문에 분명 많은 잠재력을 가지고 있습니다. 시간이 지날수록 4차 산업혁명은 보다 많은 성과를 달성할 것이고, 이에 발맞추어 이 학과도 지금보다 더 많은 역량을 갖추게 될 것입니다. 지금도 그렇지만 미래에는 보다 가치 있는 직업군이 될 것이므로 이러한 시대의 흐름을 보아 이 학과를 선택하는 것도 좋을 것 같습니다."
2664,"무인항공기학과 교수님과 인터뷰를 진행하겠습니다.
                Q:무인항공기학과 교수님 안녕하세요.
                A:네 안녕하세요. 무인항공기학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 청소년에게 마지막으로 한마디 해주세요.
                A:","학생들, 라이트 형제 많이들 알고 있지요? 라이트 형제는 “어떻게 새가 하늘을 날 수 있을까?”라는 물음에서 시작해 사람이 탈 수 있는 비행기를 만들었다고 합니다. 약간은 추상적인 생각이었지만, 그 호기심이 결국 위대한 발명을 해낸 것이지요. 무인기 분야도 마찬가지라고 생각합니다. 하늘에 떠다니는 수많은 무인기들을 상상할 수 있나요? 그 상상을 했을 때 기분이 어떤가요? 흥미롭고 가슴이 뛰나요? 이 학과 교수와 학생들은 그것을 현실로 만들어 내는 호기심 많은 사람들입니다. 학생들도 이 학과로 와서 그 호기심을 현실로 만들어보면 어떨까요?"
2665,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과(학부, 전공)가 무엇을 배우는지 쉽게 알려주세요.
                A:","인류의 생활에 필요하고 유용한 제품의 움직임을 능동적으로 제어, 감지하는 기계 제품을 만들고, 필요한 기계 제품 및 부품을 직접 설계하거나 생산하는 방법에 관련된 기본 역학과 종합 설계 생산에 관련된 과목을 공부합니다. 또한 이 과정에서 발생하는 문제점을 공학적으로 해결하는 방법을 공부합니다."
2666,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 어떤 분야를 좋아하거나 잘하는 사람이 이 학과에 적합할까요?
                A:","수학, 물리, 화학 등 과학을 좋아하는 학생이 적합합니다. 기계 구조나 자동차 항공기 등 운송 기기 관련 제작 및 설계 기술에 관심이 많은 학생도 좋습니다. 한번 관심을 가지면 끝을 볼 정도로 끈기가 있는 학생도 이 학과에 적합합니다."
2667,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 고등학교 때 어떤 교과목을 선택하면 도움이 될까요?
                A:","수학, 물리, 화학 등 이과 과목에 흥미를 느끼는 학생이어야 합니다. 그래야만 향후 기계설계학과의 개설 과목 수강이 수월할 수 있기 때문에 사전 기본 교과목으로 적절합니다. 이 세 가지 과목이 입학 후 기계설계공학전공의 과목 이수에 필요하고 향후 적응하기가 수월합니다."
2668,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년은 어떤 활동이나 준비를 하면 도움이 될까요?
                A:","수학을 잘할 수 있어야 하고, 이 수학 문제를 컴퓨터로 풀기 위해 컴퓨터 관련 프로그래밍 분야에 사전 지식이 있으면 전공과목 이수에 유리합니다. 기본 물리 역학 관련 지식 등은 입학 후 설계 및 제작 기술 관련 지식 습득에 유리합니다. 전공 관련 이과 과목의 기초가 견고히 쌓여야 합니다."
2669,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년이 읽으면 학교 전공에 도움이 될만한 책이 있을까요?
                A:","학과에서 펼쳐지는 역학 과목을 이해하기 수월한 기초 물리학 관련 서적이 도움이 됩니다. 또한 새로운 것을 개발해야 하고 그 동기를 줄 수 있는 창의성 공학 관련 책, 기계공학의 전반적인 내용을 이해할 수 있는 기계공학 개론 등이 도움이 됩니다."
2670,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","4역학(동역학, 유체 역학, 재료 역학, 열역학)이 중요하고, 기타 종합 설계 및 생산 과목인 기계 공작법에 대한 기본 지식의 습득이 필요합니다. 기타 최적 설계를 위한 자동 제어, 진동 공학 등의 과목 습득으로 기계제품의 최적 설계와 운용을 위한 문제점을 해결할 수 있는 전천후 기계공학엔지니어가 되기 위한 전공 지식을 습득하는 것이 중요합니다."
2671,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:","전공과목을 이해하기에 많은 노력과 시간이 필요하나, 공부하기가 어려워 일부 학생은 전공을 포기하여 바꾸려는 학생이 있을 수 있습니다. 직관적으로 느낌이 다가오지 않아 공학적 명칭에 따른 전공의 혼란이 있을 수 있고, 기계공학과와 관련 학과의 명칭 차이에서 오는 서로 다른 평가에 따른 혼란이 있을 수 있습니다."
2672,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과가 가진 특징이나 장점은 무엇인가요?
                A:","타 기계공학과에 비해 기계설계공학과는 이론과 실질적인 경험을 할 수 있는 과목들이 교과 과정에 잘 구성되어 있습니다. 기계 시스템 설계에 필수적인 전장(전기, 전기) 및 기계 분야를 융합한 전공과목이 많이 배치(개설)되어 있습니다. 컴퓨터를 이용한 문제 해결을 위한 교육과정도 잘 펼쳐져 있습니다."
2673,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 졸업하면 어떤 분야(직업)에 많이 진출하나요?
                A:","전자 회사, 자동차 회사. 장비 회사, 중공업 회사 등 기계 제조업 분야의 회사에 진출합니다. 또한 자동화 기기, 금형 회사, 부품 설계 관련 업체, 발전소 등의 공기업에도 진출합니다. 기계 계열 학생이 필요한 기술직 공무원, 연구소, 대학 등의 전문직 직업군에도 진출하고 있습니다."
2674,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 앞으로 이 학과의 전망은 어떤가요?
                A:","이 학과는 기계를 사용하는 동안에는 끊임없이 발전되고 많은 영역에서 요구되는 전공분야입니다. 그동안 계속 발전 유지되어 왔고, 미래에도 필요하며, 계속적으로 신기술이 요구되는 분야이기도 합니다. 특히 제조업 분야에서 지속적으로 첨단화가 요구되고 있는 전공분야입니다."
2675,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과의 전공분야에서 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있나요?
                A:","자동차 주행(자율주행) 및 자동화 분야, 인공지능(AI) 전기차 생산 직업(기존 자동차 산업의 재편), 자율 운행 항공기 분야에는 엔지니어, 전문기술인, 연구개발자가 있습니다. 컴퓨터를 이용한 빅데이터 처리 등 인공지능(AI) 접목 최적화 자동화 전문기술자, 전문개발자도 있습니다."
2676,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과에 대해 사람들이 갖는 편견이나 오해, 고정관념이 있다면 무엇일까요?
                A:","과학 기술 없이는 세계를 재패할 수 없습니다. 그러나 인문만을 강조하는 편견으로 공학 관련 과학자를 낮추어 부르는 말이 있기도 하고, 과학 및 기술을 무시하는 사회 인식과 인문 분야만을 중시하려는 직업군의 편견과 경쟁 인식이 있습니다. 또한 이 학과는 기계적인 단순 설계만 할 것이라는 편견이 있습니다. 그러나 기계설계공학은 종합 학문 분야입니다."
2677,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 선택하면 인생에 있어서 어떤 도움이 될까요?
                A:","타 학과들에 비해 더 폭넓은 분야로 진출이 가능한 학과입니다. 또한 제조업에서 취업만 하면 고용이 비교적 안정적인 직업 분야입니다. 제한된 직업 규모에 의해 진입은 좀 어려우나, 일단 진입을 하면 비교적 다른 직업에 비해 안정적인 근무가 가능합니다."
2678,"기계설계공학과 교수님과 인터뷰를 진행하겠습니다.
                Q:기계설계공학과 교수님 안녕하세요.
                A:네 안녕하세요. 기계설계공학과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지망하는 청소년에게 마지막으로 한마디 해주세요.
                A:","기계설계공학을 지원하려는 청소년 여러분, 꿈은 원대하게, 생각은 유연하게 가지기를 바랍니다. 삶은 99%의 노력으로 바꿀 수 있습니다."
2679,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과(학부, 전공)가 무엇을 배우는지 쉽게 알려주세요.
                A:","측지정보과는 드론, GPS, 레이저 스캐너(laser scanner), 토털 스테이션(total station), 인공위성 영상 지도 등을 이용하여 3차원 정보를 취득하고 활용하는 분야와, 토지의 경계와 면적 및 소유권 등 특성을 배우는 분야로 넓은 의미에서 4차 산업혁명 시대의 핵심 기술인 공간 정보 분야의 실무 학문을 배우는 곳입니다. 건물, 도로, 댐, 지하 시설물, 항만, 공항 등 지구상 인간이 만든 모든 인공 지물은 토지 위에 측량을 통해 만들어졌다고 해도 과언이 아닙니다. 측지정보과는 이러한 측량과 지적 분야 교육에 특화된 교육 시스템을 가지고 있는 학과입니다."
2680,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 어떤 분야를 좋아하거나 잘하는 사람이 이 학과에 적합할까요?
                A:","한국국토정보공사, 건설 회사, GIS 회사 등 측량 및 드론 분야로 취업하려는 학생의 경우 활동적이고 실내보다는 실외에서 작업하는 것을 좋아하는 사람, 토지 정보와 행정을 다루는 지적공무원을 희망하는 사람의 경우 컴퓨터를 좋아하고 분석적이며 창의적인 사람이 적합할 것 같습니다. 그리고 학과에 입학하여 1학년을 마치고 자신의 적성에 맞는 분야를 결정해도 늦지 않습니다."
2681,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 고등학교 때 어떤 교과목을 선택하면 도움이 될까요?
                A:","기본적으로 공간 정보(측량, 지적 등) 분야는 지리와 관계가 있으며, 좌표 개념 등 기초적인 수학 이해력도 필요합니다. 학과에 입학하면 모든 계산 문제는 공학용 계산기로 풀기 때문에 수학과 과학적 이해력이 뛰어나면 도움이 됩니다. 그 이외에 측량, GIS, CAD, 컴퓨터 관련 교과목을 선택하면 도움이 되겠지만, 고등학교 때 선택하지 않아도 대학에 입학하면 기초부터 배우기 때문에 크게 걱정하지 않아도 됩니다."
2682,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년은 어떤 활동이나 준비를 하면 도움이 될까요?
                A:","내비게이션, 다음, 네이버 등의 지도와 항공 사진, 인공위성 영상 등을 보면서 간단하게 지형을 분석하고 특정 위치를 찾아가는 활동과 드론 조종 및 사진 촬영을 배우는 것도 도움이 됩니다. 그리고 지적공무원 또는 관련 공기업에 취직하고 싶은 청소년은 영어 공부를 꾸준히 하는 것이 좋습니다."
2683,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 지원하는 청소년이 읽으면 학교 전공에 도움이 될만한 책이 있을까요?
                A:","『측정의 역사』(로버트 P. 크리스 지음, 노승영 옮김)는 절대 측정을 향한 인류의 꿈과 여정을 담고 있는 책입니다. 측정이라는 시각으로 인류 문명사를 조명하고 측량의 의미를 깨닫게 해 주는 책입니다. 교양서적으로도 추천하고 싶은 책입니다. 그리고 시중에 많이 나와 있는 드론의 원리와 운용에 관련된 책을 읽으면 도움이 될 것 같습니다."
2684,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과에 입학하면 가장 중요한 공부는 어떤 내용인가요?
                A:","측지정보과는 졸업 후 공무원 및 공간 정보(측량, 지적) 관련 회사에 취직하여 바로 현장에서 활용 가능한 실무적 학문을 배우는 학과이기 때문에 자격증 취득과 관련된 공부를 중요하게 생각하고 있습니다. 재학 중 2개의 자격증 취득을 목표로 하고 있습니다. 그중 ‘측량및지형공간정보(산업)기사’ 자격은 측량학, 응용 측량, GIS, 사진 측량을 공부하고, ‘지적(산업)기사’ 자격은 지적학, 지적 측량, 토지 정보 등을 집중적으로 공부하고 있습니다."
2685,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과에서 공부하는 학생들이 겪는 어려움은 어떤 점이 있나요?
                A:",이 학과는 국토교통부 공간 정보 특성화학과이자 취업약정사회맞춤형(LINC+) 참여 학과로서 학생들에게 많은 교육 프로그램과 특강을 실시하고 있습니다. 학기 중에는 학과 공부와 자격증 취득 및 공무원 시험공부를 하다 보니 다소 힘들어하는 것 같습니다. 하지만 졸업 후에 멋진 사회인이 되기 위해서는 더 열심히 준비해야 한다고 격려하고 있습니다. 물론 교수님들도 방학에 나와서 학생들과 함께 노력하고 있습니다.
2686,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과가 가진 특징이나 장점은 무엇인가요?
                A:","측지정보과는 전국에서 유일하게 측량, 지적을 전문적으로 교육하는 학과로 개설되었습니다. 교육부 산학협력선도대학 사회맞춤형학과로 재학 중에 취업 약정이 되어 장학금 지원은 물론, 졸업과 동시에 취업이 됩니다. 또한 측지정보과의 특성으로 학생들과 많은 활동을 하고 있고, 특히 학과가 자격증 실기 시험 기관으로 지정되어 학과에서 측량 및 지적 분야 자격시험을 실시하고 있으며, 매년 학생들의 자격증 시험 합격률이 높습니다. 그리고 측지정보과는 졸업생 중 대학원으로 진학하는 학생들도 꾸준히 늘고 있습니다. 학과 개설 이후 현재까지 공무원 및 공사로도 다수 진출한 것도 장점 중 하나입니다."
2687,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과를 졸업하면 어떤 분야(직업)에 많이 진출하나요?
                A:","학과 졸업 후 크게 3개 분야로 진출이 가능합니다. 먼저, 재학 중 지적(산업)기사를 취득하여 지적공무원과 공사 공채 시험에 도전할 수 있습니다. 둘째, 입학 후 사회맞춤형반에 지원한 학생은 취업약정으로 재학 중 측량, 건설, GIS 등 대형 또는 전문 업체와 취업 약정이 되어 졸업 후 바로 취업이 됩니다. 경력을 쌓아 창업을 하는 졸업생이 많은 것도 특징입니다. 마지막으로, 공무원과 산업체에 근무하면서 학과의 전공 심화 과정(학사학위 취득 3, 4학년)에 입학하여 학력과 경력을 동시에 쌓을 수 있으며, 매년 대학원으로 진학하는 학생이 늘고 있습니다."
2688,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 앞으로 이 학과의 전망은 어떤가요?
                A:","드론, 스마트시티, AR, GPS 등 4차 산업혁명 시대에 핵심 기술인 공간 정보 분야는 앞으로 더욱 확장되고 우리의 생활 속으로 깊이 녹아들 것으로 생각됩니다. 공간 정보의 중심에 있는 측량과 지적 분야는 국토를 대상으로 하기 때문에 국가가 존재하는 한 절대로 사라지지 않을 뿐만 아니라, 국토의 입체적 활용이 증가함에 따라 관련 분야도 더욱 활성화될 전망입니다. 특히 우리나라는 전체 국토의 토지를 다시 측량하는 지적 재조사 사업을 진행하고 있어 향후 20~30년 동안 많은 인적 수요가 예상되고 있습니다. 또한 지속적인 지형 변화와 권리관계의 변동 또한 측량 및 지적 전문가를 필요로 하고 있습니다."
2689,"측지정보과 교수님과 인터뷰를 진행하겠습니다.
                Q:측지정보과 교수님 안녕하세요.
                A:네 안녕하세요. 측지정보과 교수입니다.
                Q:질문이 있습니다. 이 학과의 전공분야에서 지금은 없지만 앞으로 새로 생기게 될 직업은 어떤 것들이 있을까요? 혹은 최근에 새롭게 생겨난 직업들이 있나요?
                A:","그동안 항공기와 인공위성의 영상을 활용하여 지도 제작, 자원 분석, 각종 건설 및 도시 계획을 실시하였지만, 최근 지형 측량 및 탐사 분야에서 드론과 융합한 기술 및 직업군이 생겨나고 있습니다. 드론을 활용하여 항공 영상을 획득하고 이를 기반으로 좌표 측량, 지형 분석 등 드론 측량 분야가 활성화되고 있으며, 고부가 가치의 영역으로 인식되고 있습니다."
